Unnamed: 0,IMDb_id,Title,Year,Genre,Synopsis
548,147125,The Customer of the Off Season,1970,"Drama, Mystery",An ex-SS officer and his gorgeous wife find a refuge living in Eilat. A mysterious stranger appears from their past.
549,13091508,Obsession,2021,Drama,"THE FIRST ISRAELI COVID-19 FEATURE FILM MADE DURING THE PANDEMIC Josh is a film director who is on the verge of his career, stuck with a film for eight years and unable to finish it. His wife Hila is a theater actress who longs for a child and progresses in life, gets the role of her life in a new TV series. When Josh loses his mascot, the whole world collapses, Barcelona loses to Real Madrid, the blue-and-whites party loses the election, and the Covid-19 aka ""Corona Virus"" a global Pandemic breaks out and threatens to kill them all. Josh believes and is confident in the cosmic power of the lost mascot and when Hilla's crazy sister Ana arrives with her homeless musician friend Shai to live with them, HELL break loses and everything gets out of control. Obsession is a contemporary drama-comedy."
550,145063,Sunstroke,1984,"Drama, Music","""Makat Shemesh"" (""Summertime Blues"") is the last summer before the army, an early 1980's Tel-Aviv summer, at the dawn of the war (the ""first"" war) in Lebanon. Four friends are walking on the wild side before life starts walking over them. They have a Rock'n'Roll band and so, they're trying to add some sex and drugs and devour the whole enchilada. It will take them a hot summer to realize how young and naive they still are, how what really turns them on is first love, first heartache and everything in between. ""Summertime Blues"" is a summer movie - beach, bikes, girls and music, a whole lot of music and a twist of blues."
551,3921362,Fire Birds,2015,"Comedy, Drama","An eighty-year-old man's body is found with three stab wounds to the chest and a number tattooed along his forearm. Amnon, a police detective and second generation Holocaust survivor, is reluctantly assigned to the case. As the plot weaves between the past and present, their stories unfold."
552,84342,Big Shots,1982,Drama,"Four men whose combined intellect does not reach into the triple digits decide to steal a safe full of foreign currency - not from a local bank, but from the police station. Based on a real-life incident, the screenplay for this slapstick comedy-drama was co-written by a policeman, also a play-writer, Haim Merin, lending a certain voice of authority to the setting, and the director, Jacob Goldwasser. The comedic high point of the film is when the four thieves bumble and bang their way through the police station, while the policeman on guard duty slumbers on in blissful ignorance. The thieves may be running on more muscle than Gery matter, more chemicals than Dow, and more luck than forethought, but they pull off the supposedly impossible robbery. From that point onward though, luck dwindles away as their greed surpasses their grasp of how to follow up on their success."
553,6567960,Azimuth,2017,"Action, Drama, War","At the end of The Six Day War of 1967, two soldiers, an Egyptian and an Israeli, encounter each other in the Sinai desert. Two soldiers - one goal: Survival."
554,134028,Afula Express,1997,"Comedy, Drama, Romance","David is a garage electrician, who dreamt all of his life of becoming a magician, but had no luck in it. His girlfriend Batya wants an ordinary life, but David is still looking for his dream, so he links up with Romanian immigrant Shimon, who is an expert magician."
555,5198136,Big Truck and Sister Clare,1974,"Comedy, Drama","Two Israeli truck drivers give a ride to a nun and transport cloth from her convent, while hauling two tons of fish in a refrigerated truck over rough desert terrain."
556,5663804,Don't Let the Night End,2019,"Comedy, Drama, Romance","After an injury upends her ambitious career as a dancer, Mia escapes her life in Tel Aviv for a temporary stay in Brooklyn. Looking for meaning and a new lease on life, she accepts a cat-sitting gig and seduces its owner, hoping to bring back the part of her she fears to have lost forever."
557,111171,The Song of the Siren,1994,"Romance, Comedy","The Gulf War, January 1991. Talila Katz, a yuppie Tel Avivian creative director at an ad agency falls in love with clumsy food engineer Noah Ne'eman. The war, with its Scud missiles bombarding Israel and disrupting everyday life, is the backdrop for this pair's love story, told with satirical bite that only Irit Linur [screenplay / novel] can provide."
558,143266,Game Over,1996,"Action, Crime, Thriller",Four teenage boys from a rural town go to Tel Aviv for a fun night at a disco and inadvertantly stab a local youth. They are pursued by the police and a nearly retired detective who tries to save them from themselves.
559,108660,Zohar,1993,"Biography, Drama","Based on real life story of Israely oriental singer Zohar Argov, who grew up in a poor family, became rich & famous but the drugs brought him down."
560,2049383,A Low Life Mythology,2012,"Comedy, Drama, Romance","A LOW LIFE MYTHOLOGY is a contemporary love story taking place in the heart of Europe, of two passionate young persons, whose sense of reality is too frequently mediated by a failure to 'live in the moment' and by computer screens."
562,9643286,Kaddish,2019,"Drama, History, War","The testament of a former concentration camp prisoner confronts and turns the lives of two young people from different worlds around, shedding light on the tragic history of their family."
563,135715,Things,1995,Drama,"In Tel Aviv, people prepare food, eat, make love, get pregnant, and die. Can one find peace in this life, asks one character at a wake; can there be an act of freedom in this modern life, asks another. Goldman's much-despised father has died; his friends Caesar and Israel set off for the funeral. They miss it, but go to Goldman's house later. Caesar has women troubles: his son from a previous marriage is ill; he's promised marriage to two women of opposite temperament. Israel has a girlfriend toward whom he's hot and cold. Goldman's mother is living in the past. Friendship, family, love, and memories may not in the end help characters find peace or freedom."
564,5805058,Beneath the Silence,2016,"Drama, History, War","1973, a small family crumbles due to the father's PTSD, on the verge of the Yom Kipur War."
566,1454447,Bena,2009,Drama,"Amos lives alone with his schizophrenic teenage son, whom he refuses to intern in the psychiatry ward - he knows only too well how they treat their patients there. One day, Amos brings home a Thai young woman, an illegal alien called Bena. Amos hopes to find some ""normality"" through this female presence, but things do not work out as he expected."
567,7267674,Outdoors,2017,Drama,"Gili and Yaara decide to leave the city and have a fresh start, building a house in the countryside of the Galilee. But while their dream house is being built, the foundations of their relationship slowly collapse."
568,100359,Ha-Derech L'Ein Harod,1990,Drama,"In a dystopian future, the Israeli army keeps the population in check because of water scarcity but Saul Jordan, an activist journalist, finds out that it is an invention and tries with the help of a Palestinian tramp to spread the news from a small radio station improvised in the desert, inciting fellow countrymen to the resistance and the struggle for freedom. Wanted throughout the nation, the two during an escape take hostage to an army colonel and the group of his collaborators, including the sexy Liora (Alessandra Mussolini)."
569,4177080,Children of the Fall,2016,"Drama, Horror, Thriller","Rachel Strode, a young immigrant with a dark secret in her past, comes to Israel in the Fall of 1973 to volunteer in a Kibbutz and then to convert to Judaism. Soon, she realizes that the local Kibbutz members don't seem to like strangers and foreigners, and that the evening of Yom Kippur (the most important holiday for Jews), will bring danger to her and her young volunteering friends. What begins as a time of fun and the celebration of youth turns into a menacing and bloody night of terror, which will give a new meaning to Yom Kippur of 1973."
570,5143744,Harmonia,2016,Drama,"A contemporary variation in a classical music setting of the biblical story of Abraham, Sarah and Hagar."
572,12690818,Ballads of the Revelation,2020,"Drama, Musical","The Book of Revelation told through the dream of an eleven year-old boy, the ballads of his father, and the memories of John the beloved apostle."
573,833546,Three Mothers,2006,Drama,"Rose, Flora and Yasmin were born as a triplet sixty something years ago in Alexandria, Egypt. Their well-off parents gave them names of flowers, and King Farouk of Egypt gave them his blessing. Today, in Israel, they live together in an apartment without men and without children. Flora has just retired from her work as a midwife, Yasmin awaits a kidney transplant, and Rose, once a successful singer, is wrapped in silence since the death of her husband. One after the other, the three sisters come to ""This is your life,"" a place where people recount their memoirs, in order to tell their life story to Rucha (Rachel), Rose's only daughter, and talk about their symbiotic relationship. They are also searching for the long lost son of one of them who was given away for adoption under mysterious circumstances. During this period their lives and that of Rucha will change dramatically. Hidden ghosts will slowly appear, forcing the three sisters to confront the secrets and lies, and seek forgiveness. At the end of the journey into the past, after they redeem themselves, the sisters will embark on a new journey, to Alexandria, where Yasmin will undergo her kidney transplant and Rucha, who regained her own memories, will be able to start a new life."
574,143281,"Golem, le jardin pétrifié",1994,Drama,"Danny Cornish, a sort of stateless man who arranges art exhibits, is called from Tel Aviv to Paris with the news that a great uncle has died, in Birobidjan, the autonomous Jewish zone in Russia, leaving him a valuable art collection and the hand of a huge sculpture of a Golem. The uncle's will instructs Danny to find the rest of the statue, so Danny, who speaks no Russian, embarks on a trip that takes him (and the Golem's hand) to Moscow, St. Petersburg, and Siberia, fumbling with hotel clerks, taxi drivers, and bureaucrats, following leads, and making discoveries about myth, story telling, art, and hope."
575,4991396,Why Hast Thou Forsaken Me,2015,Drama,"Muhammad, a rejected boy from the fringe of society, floats through the streets of a filthy city, exposed and desolated, until he meets Gurevich; a lone rover who rides his motorcycle into the bowels of the city, through the shadows of the back alleys, sharpening the knives of butcher shops and gourmet restaurants. Stubborn and tenacious, the boy forces his way under the man's wing. Within this hypnotic urban hell, what starts as an unstable and hesitant apprenticeship evolves into a struggle for self-control."
576,59266,The Hour of Truth,1965,Drama,A German Jewish engineer is the only survivor of a concentration camp where he would work in a counterfeiting unit.
577,125824,Dead End Street,1982,Drama,"Based on a true story. Alice, a young street walker, receives an opportunity of a lifetime when a television crew casts her to star in a documentary about prostitution in Tel-Aviv. Alice, a 17 year old girl from the gutters of the city, is exposed for the first time to the glitzy world of make believe. For her personal safety and the crew's convenience, Alice is invited, during the shoot, to stay in the home of Yoram, the director and Mary, his producer-girlfriend. Alice's presence exceeds all expectations as she lays out her gloomy life story in front of the cameras. When Mary notices that Yoram gets more then just professionally involved with Alice, she wraps the production as quickly as possible. Alice doesn't want to go back to the streets, but she doesn't belong in the 'decent' world either. Alice finds herself in a dead end."
578,223992,Rashi: A Light After the Dark Ages,1999,"Animation, Biography, Drama","This animated children's film introduces kids to the life and times of Rashi, history's most studied Biblical commentator. Featuring the voices of Leonard Nimoy and Armand Assante."
579,16263830,ForgotteNation,2021,"Horror, Thriller","In a Dystopian Israel of the near future, a young man brutally rapes young women in the streets, videotapes the deeds and uploads the recordings to the Darknet. After encountering a past victim and developing a relationship with a future victim, his nightmarish world suffers great turmoil."
580,2965510,She Is Coming Home,2013,Drama,"At the end of a lengthy relationship, Michal, 33, returns to her parents' small, cramped apartment in Herzliya, a sleepy, bourgeois suburb. Michal is a young, promising director, who should be devoting her time to writing a screenplay, but instead shuts herself up in her room, frustrated, and spends most of her time sleeping. Things change when Michal meets Zeev - the principal of the local high school, a 50 year old married man, and falls in love. The forbidden passion and stormy emotions that develop between Michal and Zeev reminiscent of first love. Unaware, Michal becomes a teenager all over again. But this time, contrary to her earlier adolescence, Michal rebels. The apartment, too small to contain two parents and a 30 year old teenager, is transformed into a pressure cooker teeming with conflict. Can Michal commit, give her all and fulfill her love and passion? Or is she too attached to the fantasy youth that she has created to break away? Perhaps she is just too busy rebelling?"
581,833422,"Aviva, My Love",2006,Drama,"Aviva, a hard-working hotel cook in the northern Israeli town of Tiberias, is on the brink of finally fulfilling her lifelong dream. For years she kept her remarkable writing abilities under wraps, until her sister, Anita, introduces her to Oded, an accomplished novelist. Immediately recognizing Aviva's talent, Oded takes her under his wing, promising to help her achieve greatness. But the journey to greatness effects her life and the lives of her family - her unemployed husband, her trouble children, her unstable mother, and primarily her sister, a funny and sensitive woman who have her own dreams. When Aviva discovers that Oded has other plans for her work, her world collapses."
583,3919692,Hill Start,2014,Comedy,"A Comic drama that tells the story of the Geva family - a bourgeois family from Jerusalem. When the mother of the family, Ora, goes into a coma after a car accident, the family members try to bring her back in every way possible."
584,2614342,White Panther,2013,"Drama, Sport","In the 1990's a million former USSR Jews arrived in Israel. The immigrants were despised by the local population who feared their 'invasion'. While many embraced the Israeli lifestyle, others chose to live in self-made Russian ghettos. These ghettos were a fertile ground for the creation of self-hating Jewish skinheads. 'White Panther' is the story of Alex, a young Russian immigrant who joins a skinheads' gang, led by his older brother. An unexpected meeting with David, a religious Moroccan Jew, gives Alex a chance to pursue his longtime dream of becoming a boxer like his father. Alex finds himself torn between his two father figures - his violent older brother and his new Jewish trainer, only to find out the truth about those he so admires."
586,62947,Every Bastard a King,1968,"Drama, War","During the Six-Day War, an Israeli pilot, hoping to bring peace to his country, fly his plane towards Egypt to hopefully commiserate with Abdel Nasser. Shot down en route, he finds himself halfway between the Egyptian and Israeli armies."
588,1484074,Beautiful Valley,2011,Drama,"The world of Hanna Mendelssohn, an 80 year old widow, disintegrates as the Kibbutz which she helped to found undergoes privatization."
589,117152,Women,1996,Drama,"Love, family expectations, and religion mix in 19th century Jerusalem. Jacob and Rebecca marry; he's a rabbi, she's dutiful and loving. But she has no children. Months become years. Although Jacob is content, his mother reminds everyone she is waiting for a grandson. After 15 years, Rebecca determines that Jacob must take an additional wife, the young and beautiful Sultana. Rebecca fasts and prays, and in a state of near ecstasy, persuades everyone involved and then arranges an elaborate wedding. However, Sultana does not conceive, and Rebecca watches helplessly as Jacob's affection shifts to Sultana. She's near madness and the household is in turmoil. What can Rebecca do now?"
590,10217148,Love in Suspenders,2019,"Comedy, Romance","Tami is a widow in her 60s and Beno is a widower in his 70s. They are both still suffering from the loss of their loved ones, but disregarding their differences in lifestyle and personality, they eventually fall in love."
591,133838,Five Days in Sinai,1968,"Action, Drama, War","Eight Israeli soldiers are sent on a mission to take control of an enemy missile base, but face a deadly counterattack."
592,7238436,Tetragrammaton,2017,Animation,"A comics about superhero philosophers, who get involved in various predicaments and try to utter God's name.The movie is made up of eight episodes, each in its own genre. There are detective stories, a Western, a thriller, a conspiracy movie, horrors, and comedies - It is a fantastic voyage through the jungle of reason."
593,831925,Cold Feet,2006,"Comedy, Drama, Romance","To get Married or Not! Is it just cold feet or a moment of truth - as the bride did not show to the ceremony, what should the groom do? Will they turn the situation for a true promising future?"
594,480940,Schwartz Dynasty,2005,Comedy,The Schwartz Dinasty belong to a long tradition of Jewish rabbis. The grandfathers took their faith and turned it into deeds coming to the Land of Israel to start a new life and build a country.
595,53676,Brennender Sand,1960,Adventure,"A group of adventurers search for a treasure of ancient biblical scrolls that the;y believe are hidden in the lost city of Petra, somewhere in Jordan. According to legend, no one has ever come back from seeking this treasure. It's not long before they begin to understand why."
596,143231,The Dybbuk of the Holy Apple Field,1997,"Drama, Romance","From birth, Hanan and Lea were destined to be together, a promise made by their fathers and heard in Heaven. But Lea's father betrays this promise, kindling a conflict that will pit the modern against the secular and the devout against the divine. Mystical visions of the Holy Apple Field convince Hanan that their love can be the perfect ""spiritual match"", and to achieve it he unleashes untold powers of the Kabbala. Not even death can divide them; a powerful affirmation of love's infinite potential to transcend all obstacles."
597,139370,He Walked Through the Fields,1967,Drama,Based on the novel by Moshe Shamìr.
598,1685486,2 Night,2011,"Comedy, Drama, Romance","In a city where everything is possible, a guy and a girl are looking for the impossible - a parking place. the story of an hour and a half of two strangers who met in a bar and want to spend the night together but cant find a parking place and thus become 'victims' of the situation and have to deal each with the other, the situation and himself."
599,85990,Drifting,1982,Drama,A young gay Israeli man works in his grandmother's store while dreaming of becoming a film-maker.
601,2315388,Yona,2014,Biography,The life story of legendary Israeli poet Yona Wallach.
604,63725,Tuvia Vesheva Benotav,1968,Drama,"Russia, 1905. Tevye is the only Jew living in the village of Antevka. He is very poor but things change when, as a token of gratitude for a service rendered, he is given a cow and some food. Now, his wife, his seven daughters and himself have access to a better life. Tevye sells his milk and his butter. Moreover, he is now able to give his daughters a dowry and marry them. But you can't buy happiness. Indeed, Zeitel, the eldest sister, marries only a poor Jewish tailor. The second one weds a young revolutionary and follows him in exile. The third one, pregnant and abandoned by her lover, commits suicide. As for the fourth girl, she is repudiated by Tevye for marrying the son of the orthodox priest. However, Tevye still hopes the best for his three remaining daughters.Unfortunately, this the time of pogroms and one is organized in the village. And against whose house? Tevye's of course, as he is the only Jewish villager. Father, mother and their three daughters refuse to despair. They decide to flee Russia and to seek the Land of Milk and Honey promised by the Bible."
605,2378091,The Ballad of the Weeping Spring,2012,Drama,"Jossef Tawila, the legendary tar player of the band Ensemble Tourqouise along with Avram Mufradi composed the Crying Spring Symphony. In the debut evening of the symphony's playing a car accident occurred, as Tawila fell during driving, killing two of the orchestra's members. Surviving the accident, Tawila, Avram Mufradi and Margaret (Tawila's spouse, being the band's singer), who turned to a wheel chair invalid. Tawila is judges and sentences for a few imprisonment years. After his release from jail he abandons his beloved one and music, opens a pub and sinks into a depression. The movie describes the happenings twenty years after the accident. One day on Tawila's threshold appears Amram, Avram Mufradi's son, telling him his father is dying of cancer and asking him to complete assemble an ensemble that will play The Crying Spring Symphony. Tawila decides to make his old friend's last wish come true and goes out to extract the best players for an ensemble to play the piece before his perish"
607,6982844,Julia Mia,2007,"Comedy, Drama, Romance","Johnny is a B movies director. He meets Mia, a young Julia Roberts look-alike. Johnny decides to create an Israeli version of ""Pretty Woman"" with Mia. As he falls in love with the fantasy, his film turns into reality."
608,2006291,The Embryo Who Came in from the Cold,2020,"Animation, Adventure, Comedy",5 IVF embryos embark on a journey to find their mother.
609,152430,Little Man,1978,Drama,Five soldiers must decide which of them will assume responsibility for a woman's pregnancy.
610,3489526,Wounded Land,2015,Drama,A brutal terror attack causes an intense chain of events in one night
611,2176378,Not in Tel Aviv,2012,"Comedy, Crime, Drama","When a repressed high-school teacher loses his job, he decides to pull his entire life down with it. Within the span of a few days, he will kidnap a teenage student, reconnect with his old high-school crush, forgive an old friend, kill his mother, take on a rabid group of feminists, a movie star, the police and the stifling conventions of his boring small town. A drama, a dark comedy, a love triangle, a crime story and much, much more. An adventure like this could only happen to people who are NOT IN TEL AVIV..."
612,133399,Girls,1985,Comedy,Four weeks of basic training for girls in the IDF: seven girls and two sergeants from different backgrounds.
613,2197566,Epilogue,2012,Drama,"Hayuta and Berl, an elderly couple, find it hard to adjust to today's Israel and to the social changes surrounding them."
614,3809478,The Kind Words,2015,Drama,Follows three siblings who are going to discover the greatest secret of their late mother. This trip is going to change their lives.
616,9834798,That's the Way You Love,2019,Drama,"Tamara, a successful career woman, lives in a world of high expectations and perfect performances. When she gives birth to her first daughter, the change shakes her world, altering the power dynamics in Tamara and her husband's marriage and sex life. While she struggles to maintain her place at work, their intimacy becomes more and more demanding. But Tamara continues the race, crossing her own boundaries again and again. She is torn between her many roles-as a motherwife, and career woman. When her home becomes a battlefield, Tamara realizes she is a queen trapped in her own castle."
617,2429414,Hanna's Journey,2013,"Comedy, Romance","A German girl travels to Israel to help people with disabilities, where she learns a lot about the role of her grandparents in WWII and meets a man who wants to move to Berlin."
618,143123,Schwartz: The Brave Detective,1973,Comedy,Bumbling private detective Schwartz and his equally inept part Simcha are hired by a man to find out if the man's wife is cheating on him with the family doctor. The blundering duo run afoul of mobsters and experience other mishaps during their investigation.
620,1362076,Fucking Different Tel Aviv,2009,"Drama, Romance",14 gay and lesbian filmmakers from Tel Aviv present short films about their sexuality.
621,1438464,Landsman,2009,Drama,"Seventy-eight-year-old Ze'ev Landsman gives in to family pressure and moves into a retirement home. After a botched escape attempt, he is forcefully returned to the home by his son and daughter-in-law. Although he is now closely watched, Ze'ev refuses to give up on his escape plans. Ze'ev grudgingly accepts the assistance of fellow resident Arye Freund, and the two form a strong bond of friendship as they plan the ultimate escape."
622,2044013,Last Days in Jerusalem,2011,Drama,"About the emotional upheaval of a Palestinian couple's last moments before leaving voluntarily Jerusalem, their native city, to forge a brighter future in France."
624,6965662,Madam Yankelova's Fine Literature Club,2017,Drama,"What is going on behind the closed doors of the women-only secret club? The first rule is that love is prohibited. When Sophie falls in love with a mysterious man, she must choose between her last chance for true love to her loyalty to the club."
625,1397509,Marriage Agreement,2008,Comedy,"After 20 year Elimelech and his wife, Shifra, rediscover their love for each other while searching for the marriage agreement which is needed for Ayala's, their daughter, wedding."
626,5143826,Eva,2016,"Drama, Romance","Yoel and Ewa are long married. One day, Yoel learns to his surprise that he owns property and that one of the tenants knows Ewa well. As he tries to solve the mystery, his life changes forever."
627,1906396,Igor & the Cranes' Journey,2012,"Adventure, Family",An estranged father and son are brought together by a young crane named Karl as they trace a family of the birds on their migratory journey from Russia to Africa.
629,6590488,Holy Air,2017,Comedy,"Adam is a Christian Arab living in Nazareth - member of a vanishing minority within a minority in the Holy Land and the Middle East. His wife Lamia is a strong, beautiful and progressive Arab woman, who runs a foundation for women's rights."
631,257437,Besame Mucho,2000,"Crime, Romance, Thriller","This is a film about the lifes of a few people, living in south Tel-Aviv, and slightly connected to the life of crime. Each of'em has his dreams his complections, his.. beauty. So they form this beautiful idea to steal an icon from a heavy Mafia guy they knew for years, sell it in Paris, and begin a new flashing life of dream-fulfillment. This is one of these movies that you can at the same time call 'art' and also enjoy them."
633,133410,Berlin-Jerusalem,1989,Drama,"Two interconnected stories in the 1930s, one set in Berlin, the other in Palestine: Mania Vilbouchevich Shohat (1880-1961), called Tania, a Russian Jew and revolutionary, goes from Minsk to Palestine to live on a collective. She promotes feminism and laments a shift in the men from self-defense to aggression. Her friend, Else Lasker-Schuler (1869-1945), expressionist poet and German Jew, is in Berlin, writing, caring for her son, watching Hitler's movement take power. She goes to Jerusalem and imagines a park for Arab and Jew. Her poems, voiced from within, capture her experience. The film meditates on the violence at the root of Israel's birth: of the Nazis and of the Zionists."
634,147082,The Day We Met,1990,"Comedy, Drama","After being called for his mandatory yearly Israeli army reserve duty, Arik Schwartzman finds himself looking for a uniform wearing serial rapist. He is aided by Natalie, a young female soldier who looks for her lost father."
635,112665,Love Sick,1995,"Comedy, Drama","The touching story of Victor, who lives with his mother in the REALLY bad part of town and runs an illegal TV cable station. One day he sees the beautiful Michaela and falls madly in love with her. So desperate to make her love him back he finally snaps, and sits in the rain, all night, waiting for her. Placed in a mental institution for his own sake he meets several colorful characters, such as the mysterious Levanah with whom he becomes sexually involved. Finally, one day, Michaela comes to visit him..."
636,137009,I Like Mike,1961,"Comedy, Drama","An Israeli woman wants her daughter to marry Mike, the rich American son of an oil tycoon. However, she is already in love with a poor soldier, and Mike only has eyes for a Yemenite whose picture he sees in the paper."
637,91950,Ricochets,1986,"Drama, War","The story of a platoon of Israeli soldiers in Lebanon of 1986, shortly before Israeli withdrawal, and the dilemmas they face in having to fight against Lebanese guerilla in a hostile but civilian area."
640,4901934,Galis: The Journey to Astra,2014,"Adventure, Drama, Fantasy","Galis - The Journey to Astra is a high-quality adventure film for children. The movie operates on two levels - as a suspenseful, entertaining fairytale, and as a coming-of-age story. Yonatan is at the height of his glory as the chosen one , but as always, there is only enough room at the top for one, and Yonatan has left all of his friends behind. When he finds himself in an alien world called Astra - Yonatan feels compelled to prove his abilities as a leader, and prove that he is the chosen one on Astra as he is on Earth. But through his Journey Yonatan will realize that this vanity is stopping him from listening to the people closest to him and the lost could be crucial.."
641,10660366,The Dead of Jaffa,2019,Drama,"Three children from the West Bank are smuggled into Israel, arriving at the doorstep of George and Rita's house in Jaffa. Their mother is dead, and their father has been sentenced for life. As Israeli Palestinians, George is afraid that hiding illegal aliens will endanger Rita and himself, while Rita believes the arrival of these children could give meaning to her life. Nearby, a foreign film is being shot. Jerry, an English director, is making a movie about his parents' love affair in 1947, when they served in the British army in Palestine. George is invited to play a part. When the two stories intertwine, tensions erupt."
642,6118214,Antenna,2016,"Comedy, Drama","80-year-old Holocaust survivor Joshua discovers, one morning, that a cellular antenna has been installed on his roof. It turns out that his neighbor rented his part of their rooftop to a cellular company. Joshua finds this a terrible injustice and starts to believe that all his diseases and pains are caused by the antenna's radiation. He finds himself feeling the radiation everywhere and develops a life-threatening persecution complex. He goes to war against his neighbor, dragging his wife Sarah and their three adult sons into this vortex against their will. The crisis reveals the personal problems of each of his sons, and they are forced to deal with their father's dark shadow."
643,816672,Tehilim,2007,Drama,A family in Jerusalem is torn apart by the mysterious disappearance of their father after a tragic car accident.
644,93192,"Himmo, King of Jerusalem",1987,Drama,"Adapted from Yoram Kaniuk's best-selling novel, this heart-rending love story unfolds during the siege of Jerusalem in 1948. A young and beautiful volunteer nurse is drawn to the enigmatic Himmo, a mortally wounded and mutilated soldier who cannot speak or move."
645,3145552,Seven Days,2013,Drama,"Sigalit and Noga, diametrically opposed sisters, are forcefully reunited for their mother's SHIVA in the house Sigalit has never left and Noga never wished to return to. The sisters wish to formally abide by the ceremonial protocol and peacefully complete the mourning period will not shield them from their personal histories - combustible and lurking in the shadows of their childhood house. As the days of mourning pass in efforts to maintain their normal lives, the sisters will discover their past to be unavoidable and the painful truth that no one can expunge her first image of the world - her family."
646,142710,Nurith,1972,"Drama, Musical","Shoshana, a rich young woman from Tiberias loves Moshe, a poor truck driver from Tel Aviv. They intend to marry, but Nissim, her father, forbids it. They intend to take advantage of Nissim's business trip to Argentina to fulfill their romantic wishes. But an unfortunate mishap happens when Shoshana hears on the radio that Moshe has been involved in an accident and she thinks he was killed. She travels to the Sea of Galilee wishing to commit suicide like her mother did years ago. At the last minute she changes her mind. She is hit by a car driven by three strange man and is blinded. The three men take care of her and Nurit, her young baby from Moshe. They become a street entertainment group: the three men play music, Shoshana sings and Nurit dances. After eight years, Moshe changes his name to Mike and becomes a famous singer, while Shoshana has eye surgery and regains her eyesight, and then Mike marries Shoshana."
647,2224573,The Children of USSR,2007,"Crime, Drama, Romance",You came from Russia to Israel. Are you ready to show everybody that you are a winner and fight for your right to live there?
650,8694428,Nelson,2019,Drama,"This saga unfolds at the 1955 Court Martial in which Israeli soldier stands accused of desertion, during which he made his way via Europe to the swamps of Vietnam, in search of justice - and revenge."
651,81621,A Thin Line,1980,Drama,"Explores the relationship between an eleven-year-old girl and her ailing mother, who is losing a grasp of reality in the surrounding environment of insensitivity and cruelty."
652,290221,Ingil,2001,"Crime, Drama","Four teenage boys find themselves incarcerated in an institution for juvenile delinquents that functions as a prison in every respect. Their stories, with tragic endings for three of the four, are interwoven in the film."
653,64707,My Margo,1969,"Comedy, Drama",A love story between two people from different cultures and the relatives who manage to separate them until the lovers again find each other.
654,2461182,Endtime,2014,"Drama, Sci-Fi",Tomorrow will be the last day of your life. Where will YOU be when it all ends?
657,141591,Siege,1969,Drama,"Story of a war-widow pressured by her friends to behave in the role of the heroic widow, and the journey she takes in a country of people under siege."
658,9209702,Children of the Fall: Director's Cut,2017,Horror,"The official Director's cut of the Israeli Social Commentary Slasher film, that follows Rachel Strode in her journey to find a home and solace, which is interrupted by a mysterious killer that strikes on the eve of Yom Kippour."
659,13045628,Ocean on Fire,2020,Drama,"Amy, a young woman, runs away from her past and takes a lucky ticket on the ship to America, looking for a fresh start and possibilities. Suddenly she finds herself in the epicenter of a virus pandemic, conspiracy and government espionage."
660,88753,L'aube,1986,Drama,"When the British army occupied Palestine, a young Jewish resident, Elisha, was tasked with carrying out an officer of Her Majesty taken hostage."
661,3842994,Marzipan Flowers,2014,Drama,"Marzipan Flowers tells the story of Hadas, 48, a woman living in a southern Israeli kibbutz. After her husband is killed in a freakish accident, she is scrutinized by fellow kibbutz members threatened by her status as a beautiful widow. Lost and vulnerable, Hadas moves to the big city. She finds unexpected help and support from her roommate Petel, a colorful transgender, with a mysterious past. They form an alliance of friendship and support and which is put to the test earlier than they had imagined."
663,2392770,The Sumo Wrestler,2012,"Comedy, Drama","This is the story of an Israeli man, Jack, whose wife has been killed in a suicide bombing, leaving him in charge of two young daughters. Jack, on the verge of suicide, decides they need a fresh start and moves the family to New York. He quickly meets, marries, and moves in with Kathy, a mother of four, to try to fill the void. It doesn't. He needs some quixotic pursuit to keep him going. Kathy's stepdaughter Carmen gives him an idea: Sumo Wrestling. With Jack training, the kids start getting into trouble, Carmen tries to seduce Jack, Kathy's at her wits end... the family is falling apart. With his first match approaching, what can Jack do to do save his life and save his family?"
664,242073,Vulcan Junction,1999,"Drama, Music","October 1973, a week before the Yom Kippur War. Five young men and one woman are on the verge of change, of facing new challenges, of beginning a new life. Vulcan Junction is a nostalgic voyage to the last days of innocence, last days of arrogance, last moments before a whole country is engulfed by a war that will change it forever."
665,7307210,Watch Over Her,2014,Drama,"Watch Over Her is a film that tells the story of Natalie Luntal, a press photographer who comes to Syria with a journalist delegation. What Natalie does not know is that her father is a Syrian Arab who has a strong position and from the moment she enters Syria, he has no intention of allowing her to return to the world. Natalie is going through her family and Jewish maturation journey, learning about the limits of modesty and freedom and the dark secrets of her family."
666,420229,Summer Story,2004,Drama,"Summer 1982. With the war raging in Lebanon, 13 year-old Gal works as a postman in a village emptied of men because almost all the male inhabitants have been conscripted to fight at the front. On his daily rounds he meets Haya, a 19 year-old girl suffering from serious heart disease, who finds comfort in writing and receiving letters from the soldiers. Only one soldier, the one who happens to write the most beautiful letters, doesn't send her his photo. The touching character of Haya enchants Gal, who becomes increasingly involved in her life. While she anxiously awaits the photo of the soldier, whom she has never met, Gal realizes that he has found his first love. He shares Haya's heartbreak and decide to try to join the soldier at camp in order to get the guy's picture and personally bring it to the girl who is set to undergo a very delicate operation."
