,Unnamed: 0,Title,Year,Genre,Synopsis,IMDb id,Wiki Title,Wiki Plot,Wiki Summary
1141,1141,HaAchim Mevorach,2000,Drama,,6748776,Amos Lavi,,"Amos Lavi (Hebrew: עמוס לביא; 1 January 1953 – 9 November 2010) was an Israeli stage and film actor. He won three Ophir Awards for the roles he played in the films Sh'Chur, Nashim and Zirkus Palestina.

"
1142,1142,Menatek Ha-maim,2012,Drama,"The life of an aging man who earns a living by cutting off water lines for citizens in dept, and he's the relationship with his older son.",2219708,Moshe Ivgy,,Moshe Ivgy (Hebrew: משה איבגי; born 29 November 1953) is an Israeli actor and director.
1143,1143,Mat Iisusa,1991,Drama,,97849,NA,NA,NA
1144,1144,Good Morning Son,2018,Drama,"Realistic Drama. Omri, a young soldier, was injured in a military operation. His loving family and loyal friends are fighting to bring him back to life. They all go through emotional, funny and human moments which connect them to Omri and to each other.",9046516,The Good Son (film),,"The Good Son is a 1993 American psychological thriller film directed by Joseph Ruben and distributed by 20th Century Fox. It was written by English novelist Ian McEwan. Its story follows a young boy named Mark who, after the death of his mother, is sent to stay with his aunt and uncle while his father is away on business. While there he meets his cousin Henry, who shows signs of violent and evil behavior. It stars Macaulay Culkin, Elijah Wood, Wendy Crewson, David Morse, Daniel Hugh Kelly, and Jacqueline Brookes.
The film was produced by Joseph Ruben and Mary Ann Page and was released on September 24, 1993. It grossed $12.5 million during its opening weekend and $60.6 million worldwide, against a budget of $17 million. It received negative reviews from critics and has a 26% approval rating based on 27 votes on Rotten Tomatoes.

"
1145,1145,Simpatya Bishviel Kelev,1979,Drama,,148863,NA,NA,NA
1146,1146,Ovdim Al Ha'Olam,1983,Drama,After the death of his son a man tries to learn how to live.,147138,Amnon Salomon,,"Amnon Salomon (Hebrew: אמנון סלומון; April 3, 1940 – October 23, 2011) was an Israeli film cinematographer. He was a recipient of the Ophir Award for cinematography.

"
1147,1147,Hitorerut,2015,"Animation, Comedy, Drama",,5025870,NA,,"Ofer Berkovitch (Hebrew: עופר ברקוביץ'; July 7, 1983) is the founder and chairman of Jerusalem's “Hitorerut in Jerusalem” political movement, a member of the Jerusalem city council, and Hitorerut's current candidate for Mayor of Jerusalem. Previously, Berkovitch served as Jerusalem's Deputy Mayor and has held municipal portfolios for culture, economic development, and the city center among others.

"
1148,1148,Ha'Ya'ar Ha-Kasum,1974,"Comedy, Drama, Fantasy",,143286,24th Berlin International Film Festival,,"The 24th annual Berlin International Film Festival was held from 21 June – 2 July 1974. The Golden Bear was awarded to the Canadian film The Apprenticeship of Duddy Kravitz directed by Ted Kotcheff.

"
1149,1149,"Yehoshua, Yehoshua",1988,Drama,,126131,A. B. Yehoshua,,"Avraham Gabriel Yehoshua (Hebrew: אברהם גבריאל (בולי) יהושע; 9 December 1936 – 14 June 2022) was an Israeli novelist, essayist, and playwright. The New York Times called him the ""Israeli Faulkner"". Underlying themes in Yehoshua's work are Jewish identity, the tense relations with non-Jews, the conflict between the older and younger generations, and the clash between religion and politics."
1150,1150,Ha-Miyaneket,1993,"Drama, Music",,143739,NA,NA,NA
1151,1151,Kohav Hashahar,1980,Comedy,,151236,List of Israeli films of 1980,,"A list of films produced by the Israeli film industry in 1980.

"
1152,1152,Bli Daf Hora'ot,1999,"Comedy, Drama","The story of a soccer team, respectable families, a corrupt night club owner, and a young lad to guide all to a happy ending.",204904,Meital Dohan,,"Meital Dohan (Hebrew: מיטל דוהן) is an Israeli actress and musician. As an actress, she began her career on Israeli television, appearing on Dancing with the Stars, Esti HaMekho'eret (Ugly Betty), and in Romeo and Juliet. Her work on US-television began when she appeared as Yael Hoffman on the Showtime series Weeds. She went on to have roles in The Sopranos and as Aurora in the Sony Pictures web-comedy Woke Up Dead. Dohan has starred in the film Foreclosure and in the thriller Monogamy, which won the Best Narrative Feature at the Tribeca Film Festival. Her roles in TV and film have led to two including two Israeli Oscar nominations and an Israeli Tony Award.Dohan became involved in music from 2012 onwards, when she started to work with hip-hop producer, Che Pope. She and Pope recorded her debut album, I'm in Hate With Love. Dohan then received international recognition for her first single ""Yummy"" and its viral video, which trended at No. 1 on ReverbNation. The single ""On Ya"" with Sean Kingston charted No. 5 on the UK Club Pop Charts and No. 31 on the Billboard Club Chart. The tracks were remixed by numerous DJs including R3hab and Sidney Samson.

"
1153,1153,Ha-Shehuna Shelanu,1968,Drama,The adventures of three twentysomething female roomates in Tel-Aviv.,144606,List of Israeli films of 1968,,"A list of films produced by the Israeli film industry in 1968.

"
1154,1154,Muchrachim Lehiyot Same'ach,2005,"Comedy, Drama","Joy Levine lives in an old apartment that, in complete contrast to her, is shabby and worn-out on the outside while well-kept and filled with joy on the inside. Her life changes when she auditions for a TV show called ""Gotta Be Happy"". To her astonishment, she is chosen, and her mission is to throw a surprise party for her parents on the upcoming show. However, there is a price to pay for all this: she has to let the viewers into her private inner world and share with them an event that has been overshadowing her family's life and hers for the past 22 years; an event that made a tight-knit bunch of friends shun her parents, Chaya and Yitzhak Levine. The show is to be aired right after Yom Kippur, and the theme is forgiveness. Joy must get all her parents' friends to the party in order to conduct the reconciliation. However, reality keeps obstructing her efforts. The idyll expected from such a show is jeopardized by a string of events that threaten to shatter the already fractured family cell. But Joy takes the lead, and for once in a long time, someone is leading the Levines to a better place.",480690,Lior Raz,,"Lior Raz (Hebrew: ליאור רז; born 24 November 1971) is an Israeli actor and screenwriter. He is best known for portraying Doron Kabilio in the political thriller television series Fauda and  Segev Azulai in Hit & Run.

"
1155,1155,7 Dwarfs At Auschwitz,,"Drama, History, Romance","The story of the Ovitz dwarf artists who survived the experiments of Mengele at Auschwitz and continued their legacy of entertainment and art as they re-established themselves as the Lilliput Troupe in Haifa, Israel.",9062988,Warwick Davis filmography,,"Warwick Davis (born 1970) is an English actor. He made his acting debut as Wicket W. Warrick in the Star Wars film Return of the Jedi (1983). He reprised the role in two television spin-offs: Caravan of Courage: An Ewok Adventure (1984) and Ewoks: The Battle for Endor (1985). He has since appeared in several Star Wars films, portraying numerous different characters, usually in cameos. He appeared in the cult-classic  Labyrinth (1986). He then played the protagonist in the Ron Howard-directed Willow (1988). In 1993, he portrayed the villainous Lubdan in Leprechaun. He returned to the role in Leprechaun 2 (1994), Leprechaun 3 (1995), Leprechaun 4: In Space (1996), Leprechaun in the Hood (2000), and Leprechaun: Back 2 tha Hood (2003).
In 2005, he played Marvin the Paranoid Android in The Hitchhiker's Guide to the Galaxy.

"
1156,1156,Ulai Terdu Sham,1964,"Drama, Family","A group of children embrace an eccentric old man, and working together, build a ship on a rooftop.",58699,List of Israeli films of 1964,,"A list of films produced by the Israeli film industry in 1964.

"
1157,1157,Le'at Yoter - Voice Over,2018,Drama,"Fifty years after Slow Down by Avraham Heffner won a prize at Venice Film Festival, top alumni of the Jerusalem Sam Spiegel Film School challenge the 1968 legendary black and white thirteeen-minute short, which penetrates the essence of a quarrel and reconciliation between an elderly couple in Tel Aviv of 1967. The voice over stream of consciousness of the heroine's poignant self-examination serves as the launching pad for six modern-day interpretations of couplehood, laced together in contemporary Israel.",9747894,Makram Khoury,,"Makram Jamil Khoury (Arabic:|مكرم يعقوب خوري}, Hebrew: מכרם חורי)  is a Palestinian born Arab-Israeli actor, born 30 May 1945 in Jerusalem. He was the youngest artist and the first Arab to win the Israel Prize, the highest civic honor in Israel.

"
1158,1158,Bewitched,2018,Drama,"The survival journey of Maya Elkayam, a stubborn teenager that sails on the family's boat in the Mediterranean Sea, in order to find and bring back her father home.",9716728,Bewitched (2005 film),,"Bewitched is a 2005 American romantic comedy fantasy film co-written, produced, and directed by Nora Ephron, and starring Nicole Kidman and Will Ferrell alongside an ensemble cast featuring Shirley MacLaine, Michael Caine, Jason Schwartzman, Kristin Chenoweth (in her first film appearance), Heather Burns, Jim Turner, Stephen Colbert, David Alan Grier, Michael Badalucco, Carole Shelley, and Steve Carell. The film follows an out of work actor (Ferrell) who discovers, during the remake of Bewitched, that his co-star (Kidman) is an actual witch.
Produced and distributed by Columbia Pictures with Red Wagon Entertainment, the film is a re-imagining of the television series of the same name (produced by Columbia's Screen Gems television studio, now Sony Pictures Television). Bewitched opened theatrically on June 24, 2005 to negative reviews and failed to meet expectations at the box office.

"
1159,1159,Wait for Me,(III,Drama,,11839358,Clerks III,"After surviving a heart attack, Randal Graves decides to make a movie with Dante Hicks about their lives at the Quick Stop convenience store.","Clerks III is an upcoming American comedy film written, produced, directed, and edited by Kevin Smith. It is intended to serve as the sequel to the 1994 and 2006 films, and the ninth overall feature film set in the View Askewniverse. Starring Brian O'Halloran, Jeff Anderson, Trevor Fehrman, Austin Zajur, Jason Mewes, Rosario Dawson and Smith; the film revolves around Randal Graves, who after surviving a heart attack, wants to make a movie with Dante Hicks about their lives at the Quick Stop.
The film is set to have its world premiere on September 4, 2022, in Red Bank, New Jersey, before its wide release on September 13, by Lionsgate."
1160,1160,Al Gag HaOlam,2014,"Comedy, Mystery, Romance","It's more dificult to love than to be bewitched. The film has as it's central theme the loving separation, but the consequences of this separation are attributed to occult forces that throwing the protagonist in the world of Afro-Brazilian mystical religions.",7804140,Death of Ben Zygier,,"Ben Zygier was an Australian-Israeli citizen who was a veteran of the Israel Defense Forces and allegedly an agent of Mossad. He was imprisoned in Ayalon Prison, Ramla, Israel and died in custody in 2010, reportedly by hanging himself in a maximum-security cell designed to be suicide-proof. Prisoner X, Mr. X and Mister X were placeholder names for him while he was being held in strict secrecy for unspecified crimes.

"
1161,1161,Margo Sheli,1969,"Comedy, Drama",A love story between two people from different cultures and the relatives who manage to separate them until the lovers again find each other.,64707,List of Israeli films of 1969,,"A list of films produced by the Israeli film industry in 1969.

"
1162,1162,Angesichts der Wälder,1996,,,106282,Rusty Jacobs,,"Rusty Jacobs (born July 10, 1967 in New York City) is an American former film actor. Jacobs is known for appearing in films such as Once Upon a Time in America and Taps.
He was a reporter for North Carolina Public Radio. He is currently an Assistant District Attorney in North Carolina.

"
1163,1163,Bederech el ha-hatulim,2009,Family,"For the very first time, a feature film based on the fable-like stories of the Hasidic Master, Rebbe Nachman of Breslov - a fun adventure for the whole family, set in a fanciful, once-upon-a-time, world with kings, princes, enchanted forests, demons, and bursting with faith, inspiration, and joy.",1486803,NA,NA,NA
1164,1164,Stories of Rebbe Nachman,,Drama,,4562250,NA,,"Nachman of Breslov (Hebrew: נחמן מברסלב), also known as Reb Nachman of Bratslav, Reb Nachman Breslover (Yiddish: רבי נחמן ברעסלאווער), and Nachman from Uman (April 4, 1772 – October 16, 1810), was the founder of the Breslov Hasidic movement.
Reb Nachman, a great-grandson of the Baal Shem Tov, revived the Hasidic movement by combining the esoteric secrets of Judaism (the Kabbalah) with in-depth Torah scholarship. He attracted thousands of followers during his lifetime, and his influence continues today through many Hasidic movements such as Breslov Hasidism. Reb Nachman's religious philosophy revolved around closeness to God and speaking to God in normal conversation ""as you would with a best friend"". The concept of hitbodedut is central to his thinking."
1165,1165,Ha-Meshahnei'a Ba'am,1973,Comedy,"After The Release Of The First Movie BlackSmile Got His Vacation And The Way He Want To Return Is Making A Sequel Which Will End His Nightmare Once And For All, With The Same Way The First Movie Went.",151542,Bourekas film,,"Bourekas films (Hebrew: סרטי בורקס) were a genre of Israeli-made comic melodrama films popular in Israel in the 1960s and 1970s.

"
1166,1166,49KG of Content 2,2022,"Drama, Crime",Moris Aflalo is a respected man that collects the bill for the neighborhood's boss. A poor decision turns everyones against him.,19406940,Terminator 2: Judgment Day,,"Terminator 2: Judgment Day is a 1991 American science-fiction action film directed by James Cameron, who co-wrote the script with William Wisher. Starring Arnold Schwarzenegger, Linda Hamilton, Robert Patrick, and Edward Furlong, it is the sequel to The Terminator (1984) and is the second installment in the Terminator franchise. In its plot, the malevolent artificial intelligence Skynet sends a Terminator—a highly advanced killing machine—back in time to 1995 to kill the future leader of the human resistance John Connor when he is a child. The resistance sends back a less-advanced, reprogrammed Terminator to protect Connor and ensure the future of humanity.
The Terminator was considered a significant success, enhancing Schwarzenegger's and Cameron's careers, but work on a sequel stalled because of animosity between the pair and Hemdale Film Corporation, which partially owned the film's rights. In 1990 Schwarzenegger and Cameron persuaded Carolco Pictures to purchase the rights from The Terminator producer Gale Anne Hurd and Hemdale, which was financially struggling, for US$15 million. A release date was set for the following year, leaving Cameron and Wisher seven weeks to write the script. The pair frequently conferred with special-effects studio Industrial Light & Magic (ILM) to determine if their ideas for the extensive special effects were possible. Principal photography began in October 1990 and lasted until March 1991, and took place in and around Los Angeles on an estimated $94–102 million budget, making it the most-expensive film ever made at the time. The advanced visual effects, which include the first use of a computer-generated main character in a blockbuster film, resulted in a schedule overrun, and theatrical prints were not delivered to theaters until the night before its July 3, 1991 release.
On its release Terminator 2 earned $519–520.9 million, making it the highest-grossing film of 1991 in the United States and Canada, as well as worldwide, and the third-highest-grossing film of all time. It received generally positive reviews; critics praised the visual effects, action scenes, and the cast, choosing Patrick's performance as the T-1000 as a great cinematic villain, but some criticized the film for its violent content. Terminator 2 won several accolades, including Saturn, BAFTA, and Academy Awards. Alongside tie-in promotions with brands such as Pepsi, Terminator 2 merchandise includes video games, comic books, novels, and T2-3D: Battle Across Time, a live-action attraction that uses filmed footage featuring Schwarzenegger, Hamilton, Patrick, and Furlong.
Since its release, Terminator 2 has been critically reassessed and is now considered among the best films ever made, and one of the best science-fiction, action, and sequel films, as well as equal to or better than The Terminator. It is also seen as one of the most-influential visual effects films of all time, beginning the transition from practical effects to reliance on computer-generated imagery CGI. Although Cameron considered Terminator 2 to be the end of the franchise, it was followed by a series of films that failed to replicate the success of the original films, including Terminator 3: Rise of the Machines (2003), Terminator Salvation (2009), Terminator Genisys (2015), and Terminator: Dark Fate (2019), as well as a 2008 television series."
1167,1167,Sarit,1974,Drama,The film is about a successful actress who gets pregnant from a man whose family thinks she is not right for him and he begins another relationship. She murders him and is in prison while her newborn son placed for adoption with a wealthy family. When she is released from prison she wishes to visit the son whose adoption was arranged by her friend in acting days. The 18 year old young man does not know he is adopted and is pampered. He gets a young and beautiful woman pregnant but ignores her because he is carefree and his wealthy mother does not approve of him marrying or losing focus from studies. His biological mother gets a job as nanny in their home and makes efforts to correct her sons callous behavior towards his pregnant girlfriend and convinces the adoptive mother to accept the woman who has his child but never reveals her identity so to prevent the adoptive mother feeling exposed or disrespected. It's a film about sacrifices of motherhood from an adoptive and biological perspective and reckless youth.,152288,List of Israeli films of 1974,,"A list of films produced by the Israeli film industry in 1974.

"
1168,1168,Visions of the Holy Land,1996,,,146343,Children's Crusade,,"The Children's Crusade was a failed popular crusade by European Christians to establish a second Latin Kingdom of Jerusalem in the Holy Land, said to have taken place in 1212. The crusaders left areas of Germany, led by Nicholas of Cologne, and Northern France, led by Stephen of Cloyes. The traditional narrative is likely conflated from some factual and mythical events which include the visions by a French boy and a German boy, an intention to peacefully convert Muslims in the Holy Land to Christianity, bands of children marching to Italy, and children being sold into slavery in Tunis."
1169,1169,Dream No More,1948,Drama,,42414,Mr. Blandings Builds His Dream House,,"Mr. Blandings Builds His Dream House is a 1948 American comedy film directed by H. C. Potter and starring Cary Grant, Myrna Loy, and Melvyn Douglas. The film was written and produced by the team of Melvin Frank and Norman Panama, and was an adaptation of Eric Hodgins's popular 1946 novel, illustrated by Shrek! author William Steig.
This film was the third and last pairing of Grant and Loy, who had shared a comfortable chemistry previously in The Bachelor and the Bobby-Soxer (1947) and Wings in the Dark (1935).The film was a box office hit upon its release. Warner Home Video released the film to DVD with restored and remastered audio and video in 2004. The film was remade in 1986 as The Money Pit, starring Tom Hanks and Shelley Long, and in 2007, as Are We Done Yet?, starring Ice Cube."
1170,1170,Vice Versa,2015,Drama,,14859454,NA,,"Vice Versa is a 1988 American comedy film directed by Brian Gilbert and starring Judge Reinhold and Fred Savage. It is the fourth big screen adaptation of F. Anstey's 1882 novel of the same name, following the British films released in 1916, 1937 and 1948. There was also a 1981 UK television series starring Peter Bowles and Iain Cuthbertson."
1171,1171,Nimfot B'Arafel,2007,"Comedy, Romance","After his girl friend Liat leaves him, Yaniv is depressed to a point that he never leaves his home. His friend Yuda, tries to wean him out of his behavior and suggests that he make a film hoping he will meet people and get out of his depression. Yaniv meets Gali, a yoga teacher, who diverts his obsession. Yaniv decides to make a film about his affair with Liat casting Gali as his ex girlfriend. But how will the film plot end ?",4677512,NA,NA,NA
1172,1172,Teum Kavanot,2003,"Drama, War","A month after the end of Yom Kippur war David faced with the absence of his childhood friend, a tank crew member who disappeared during the war.",5586694,NA,,"Haim Sabato is an Israeli rabbi and author.

"
1173,1173,Ha-Mishak Ha'Amiti,1980,Drama,,148477,NA,NA,NA
1174,1174,B'Yom Bahir Ro'im et Dameshek,1984,Drama,,133391,List of Israeli films of 1984,,"A list of films produced by the Israeli film industry in 1984.

"
1175,1175,Tape,2016,Drama,"A Jerusalem couple set off on a journey. Against a backdrop of beauty, belief and great violence, they begin a film of their lives.",5641214,Gaffer tape,,"Gaffer tape (also known as gaffer's tape, gaff tape or gaffa tape as well as spike tape for narrow, colored gaffer tape) is a heavy cotton cloth pressure-sensitive tape with strong adhesive and tensile properties. It is widely used in theatre, photography, film, radio and television production, and industrial staging work.
While sometimes confused with duct tape, gaffer tape differs in the composition of both the backing, which is made from fabric as opposed to vinyl or other plastics, and the adhesive, which is more resistant to heat and more easily removed without damaging the surface to which it adhered."
1176,1176,Halakeh,2008,Drama,"This is the story of a journey made by a young religious family: Yael, Yoni, and their three-year-old son Yiftach. Yoni, once a barely observant Jew, is now devoted to the passionately Hassidic Breslov tradition. His wife Yael has remained in a more moderate, mainstream branch of Judaism. Yiftach's third birthday falls on the holiday of Lag Ba'omer, and Yoni wants to take Yiftach through a masculine rite of passage -the halakeh ceremony, where a boy's hair is cut for the first time, leaving only his ear-locks. The long journey to Mount Meron brings their conflict into sharp relief. Their encounters with various characters along the way further highlight the chasm which has developed between them.",1311654,Ohad Knoller,,"Ohad Knoller (Hebrew: אוהד קנולר; born 28 September 1976) is an Israeli actor. He had roles in the Eytan Fox films Yossi & Jagger and The Bubble, and the Steven Spielberg film Munich.

"
1177,1177,Not in Tel Aviv,2012,"Comedy, Crime, Drama","When a repressed high-school teacher loses his job, he decides to pull his entire life down with it. Within the span of a few days, he will kidnap a teenage student, reconnect with his old high-school crush, forgive an old friend, kill his mother, take on a rabid group of feminists, a movie star, the police and the stifling conventions of his boring small town. A drama, a dark comedy, a love triangle, a crime story and much, much more. An adventure like this could only happen to people who are NOT IN TEL AVIV...",2176378,Tel Aviv,,"Tel Aviv-Yafo (Hebrew: תֵּל־אָבִיב-יָפוֹ, Tēl-ʾĀvīv-Yāfō [tel aˈviv ˈjafo]; Arabic: تَلّ أَبِيب – يَافَا, Tall ʾAbīb-Yāfā), often referred to as just Tel Aviv, is the most populous city in the Gush Dan metropolitan area of Israel. Located on the Israeli Mediterranean coastline and with a population of 460,613, it is the economic and technological center of the country. If East Jerusalem is considered part of Israel, Tel Aviv is the country's second most populous city after Jerusalem; if not, Tel Aviv is the most populous city ahead of West Jerusalem.Tel Aviv is governed by the Tel Aviv-Yafo Municipality, headed by Mayor Ron Huldai, and is home to many foreign embassies. It is a beta+ world city and is ranked 41st in the Global Financial Centres Index. Tel Aviv has the third- or fourth-largest economy and the largest economy per capita in the Middle East. The city currently has the highest cost of living in the world. Tel Aviv receives over 2.5 million international visitors annually. A ""party capital"" in the Middle East, it has a lively nightlife and 24-hour culture. Tel Aviv has been called The World's Vegan Food Capital, as it possesses the highest per capita population of vegans in the world, with many vegan eateries throughout the city. Tel Aviv is home to Tel Aviv University, the largest university in the country with more than 30,000 students.
The city was founded in 1909 by the Yishuv (Jewish residents) as a modern housing estate on the outskirts of the ancient port city of Jaffa, then part of the Mutasarrifate of Jerusalem within the Ottoman Empire. It was at first called 'Ahuzat Bayit' (lit. ""House Estate"" or ""Homestead""), the name of the association which established the neighbourhood. Its name was changed the following year to 'Tel Aviv', after the biblical name Tel Abib adopted by Nahum Sokolow as the title for his Hebrew translation of Theodor Herzl's 1902 novel Altneuland (""Old New Land""). Other Jewish suburbs of Jaffa established before Tel Aviv eventually became part of Tel Aviv, the oldest among them being Neve Tzedek (est. 1886). Tel Aviv was given ""township"" status within the Jaffa Municipality in 1921, and became independent from Jaffa in 1934. After the 1947–1949 Palestine war Tel Aviv began the municipal annexation of parts of Jaffa, fully unified with Jaffa under the name ""Tel Aviv"" in April 1950, and was renamed to ""Tel Aviv-Yafo"" in August 1950.Immigration by mostly Jewish refugees meant that the growth of Tel Aviv soon outpaced that of Jaffa, which had a majority Arab population at the time. Tel Aviv and Jaffa were later merged into a single municipality in 1950, two years after the Israeli Declaration of Independence, which was proclaimed in the city. Tel Aviv's White City, designated a UNESCO World Heritage Site in 2003, comprises the world's largest concentration of International Style buildings, including Bauhaus and other related modernist architectural styles."
1178,1178,Masa Hatabaat,2017,"Adventure, Comedy","At the age of 18, at his birthday party, Udi experienced the trauma of his life. His childhood sweetheart, Raphaela, leaves him and kisses his brother Lior who is a year younger than him and plays basketball for Maccabi Tel Aviv. Udi holes himself up in his room for three years, disconnecting from any human contact, puts on weight and dedicates his life to Lord of the Rings. When Udi is 21, Lior informs him that their grandmother has passed away and left a will stating that if Uri marries within a month, Udi will receive five million dollars. If he doesn't get married, the money will go to the Friends of the Earth charity in Jaffa. Their grandmother also enclosed a ring with a mysterious power - it is electrifying. If a girl will put it on and doesn't love the guy it will electrify her finger. Udi comes to the decision to leave the room himself and search for a bride in the outside world. A few others join him on this journey: Raphaela, now an up-and-coming model, Lior and Bechor, Lior's delinquent childhood friend. Lior and Bechor are both gay and in the closet and they are both terrified by it. Udi looks for a bride amongst various unusual girls (a transvestite, a dwarf, a Bedouin) who for one reason or another remind him of characters from Lord of the Rings.",12849978,NA,NA,NA
1179,1179,Henry's Dream,2004,Drama,"Henry, an equipment manager in a film school, makes up his mind to make a movie, now or never. For the starring role he selects his own 13-year-old boy, Ami. Ami is a talented mimic, who excels especially in imitating animals and machine sounds. Making the movie becomes a meaningful process in the father-son relationship. Eitan Green: ""I wanted to make a film about the process of making a film... to write about the process of coming back to one's own family... about the fact that it is a painful process for people at a certain age to realize that they will never again be what they used to be, even when it involves a certain amount of success.""",380414,Henry's Dream,,"Henry's Dream is the seventh album released by Nick Cave and the Bad Seeds, in April 1992.
Nick Cave himself was unhappy with the production by David Briggs. Briggs preferred a ""live-in-the-studio"" method he had used with Neil Young. This led to Cave and Mick Harvey re-mixing the album, and ultimately to the Live Seeds recordings, as Cave wanted the songs ""done justice"".
It was the first album to feature long-standing members Martyn P. Casey (bass) and Conway Savage (piano, organ, backing vocals), both Australian. Savage also performs a duet with Cave in the chorus of 'When I First Came to Town'. The album title is a reference to The Dream Songs, a long poem by John Berryman.

"
1180,1180,The Pracht Inn,2014,Drama,"An adaptation of Aaron Appelfeld's novel 'Night after Night'. In the sixties, a group of Holocaust survivors live together in a hostel in Jerusalem and struggle to revive the Yiddish Language .",3824034,NA,,"The New Bamberg Hut (German: Neue Bamberger Hütte) lies at 1,756 m AMSL in the Kelchsau in the Kitzbühel Alps in Austria and is a mountain hut owned by the German Alpine Club's Bamberg Section.
The hut may be reached either from the Kelchsau – from the Gasthof Wegscheid inn in the Kurzen Grund in just under 2 hours or from Salzburg state, from Gasthof Ronach on the old  Gerlos Road over the Salzachjoch saddle in about 3½ hours.

"
1181,1181,Beitar Provence,2002,"Drama, Sport","The story of a little town, Givat Zurim, and its lowest-ranked soccer team. The lot for the quarterfinal of the national championship set Beitar Givat Zurim to host no less than Maccabi Tel Aviv, one of the best teams around. Those ten days until the game, and the historical arrival of Maccabi's players, will not be easily forgotten.",340013,List of Israeli films of 2002,,"A list of films produced by the Israeli film industry in 2002.

"
1182,1182,Even Al Kol Meel,1955,Drama,"Alfred spent years as a patient in a mental institution, surrounded by his past. His routine is interrupted when Aristotle, a young new patient with a murky history, is assigned to share his room. Was Aristotle a conscious decision made by his therapist, or perhaps a symptom of Alfred's own illness. Alfred's fears and his reluctance to share his room offer insights into his own past, as well as the past of his young protege, which somehow seems to echo his own. As they become learn about each other and themselves, it becomes increasingly difficult to discern whether these are two distinct individuals brought together by circumstances, or whether Aristotle is simply a ghost of Alfred's turbid past, come to life as part of his treatment.",133744,NA,NA,NA
1183,1183,Placebo,2013,Drama,The story follows a truck which is brought into British occupied Palestine during the secret arrival of Jewish refugees and is later used during the war for Israel's independence and the combat against the Arabs.,2980430,Placebo (band),,"Placebo are a British rock band, formed in London in 1994 by vocalist–guitarist Brian Molko and bassist–guitarist Stefan Olsdal. Drummer Robert Schultzberg joined in late 1994, but left in 1996 shortly after the release of the band's eponymous debut album due to conflicts with Molko, and was replaced the same year by Steve Hewitt.
Following the release of a demo, a split single, and their eponymous debut album, Placebo gained exposure in 1997 after the single ""Nancy Boy"" became popular in the UK, a song notorious at the time for its gender-bending content. The band stood out amongst the Britpop scene they were associated with at the time for their androgynous appearance and musical content, and lyrics which openly discussed sexuality, mental health, and drug use.
Hewitt left Placebo in 2007, due to personal and musical differences. He was replaced the following year by Steve Forrest. Placebo released two albums with Forrest, who left in 2015 to pursue his own musical career. Since 2015, Placebo are officially a duo, though augmented with additional musicians. 
Placebo have collaborated with various artists over the years, including David Bowie, Justin Warfield, Michael Stipe and Alison Mosshart. To date, Placebo have released eight studio albums, all of which have reached the Top 20 in the United Kingdom, and have sold around 11 million records worldwide."
1184,1184,Agadat Ha'ish Sheshatak,1998,Drama,,171468,NA,NA,NA
1185,1185,Tayara,2009,"Drama, Romance","A year after being widowed, Peter, a 60 year old business man, is looking obsessively for a new relationship. He meets Noga who is divorced and has a girl, Nelly (16). Peters' son Rami (18) tries to deal with the loss of his mother through drugs. There is an unsettled score between Rami and his father because of the lack of attention in the past, and because of his parents' bad relationship. The four authentic characters in this director's autobiographical film look for human contact, for warmth, for security, they try changing their lives for the better, to give them new meaning, they try to find love and fulfill their dreams with their new lovers, their parents and children.",9613332,Mona Hala,,"Mona Hala (Arabic: منى هلا; born in 25 October 1984) is an Egyptian-Austrian actress and hostess.

"
1186,1186,Harpatka'ot Yaldei Hahof,1971,Drama,A family trip to a Cypriot village seems innocent until the history of the family that used to live there begins to unfold.,142353,List of Israeli films of 1971,,"A list of films produced by the Israeli film industry in 1971.

"
1187,1187,B'ezrat HaShem,2022,"Adventure, Drama, Family",,19048670,NA,,"Besiyata Dishmaya (Jewish Babylonian Aramaic: בְּסִיַּעְתָּא דִּשְׁמַיָּא) is an Aramaic phrase, meaning 'with the help of Heaven'. The acronym בס״ד (BS""D) has become a popular term among Orthodox Jews, reproduced at the top of every written document (beginnings of correspondences, letters, notes, etc.) as a reminder to them that all comes from God, including the following content, and to contextualize what is really important in the text—without God's help, nothing can be done successfully. This practice is not derived from any religious law of halakha, but it is considered an old accepted tradition.

"
1188,1188,Aserei Hahofesh,1968,Comedy,,133382,Jacques Cohen (actor),,"Jacques Cohen (Hebrew: ז'אק כהן; October 13, 1930 – December 1, 2016) was an Israeli actor.

"
